SL,sentence,sentiment
,"আমি একটি সীট খুঁজে পেতে উদ্বিগ্ন হতে চাই না,শুধুমাত্র অভিযোগ হবে যে 1২ ডলারের গড় খরচ $ 15- $ 15 হবে ",negative
,"57 তম ট্র্যাফিকের চেয়ে বেশি কথা বলতে চেষ্টা করার সময়, বা রোম্যান্সের এডিটর এর ধারণা করার পরবর্তী সময় টেবিলের সাথে কথোপকথন ভাগ করে নিতে হবে।",negative
,এটি সামঞ্জস্যপূর্ণ নয়।,negative
,কিন্তু এই পিষ্টকটি কেকিং ছিল না: একটি তিরামিসু যা কখনো কখনো আমার মতো ছিল না।,negative
," তিনি উপর করা অভিনয় করেছেন,পানীয় আপ screwed,।",negative
,"উপায় কিন্তু,ব্যয়বহুল পিজার ",negative
,"যাইহোক, লন্ডন থেকে আমার সহকর্মী ছাদে একটি খুব বড় জলবায়ু লক্ষ্য করলো, যখন  না আমি আগে একটি কাজ ডিনার জন্য সেখানে ছিলাম ।",negative
,আমার নীল এবং তৈলাক্ত চুপি মজা সত্যিই  দেখতে সুন্দর ছিল ।,negative
,"আমরা লক্ষ্য করলাম যে,টেবিল কি পানের পরিবর্তে নানকে দেখেছিল,  ।",negative
,"পনির ভাল ছিল,পরের বাড়ির grilled এর মধ্যে ।",negative
,"তারা বাইরে থেকে ঠান্ডা বাতাস বন্ধ করে দেয় না,যদিও লাল স্লাইডিং দরজাগুলি অনন্য হয়।",negative
,"প্রতিটি কামড় মূল্য কিন্তু খাদ্য ব্যয়বহুল,  ।",negative
,"কখনও কখনও আমি খারাপ খাদ্য এবং খারাপ সেবা পেতে পারেন, কখনও কখনও আমি ভাল এবং খারাপ সেবা পেতে পারেন",negative
,"যখন আমরা অবশেষে আমাদের ভেতরে এসে বসেছিলাম, তখন আমাদের অর্ডারের চেকের জন্য দ্বিগুণ",negative
